annotation_id,image_id,file_name,category_name,final_class,bbox,area,image_width,image_height,split
1850,597,batch_14/000096.jpg,Glass bottle,Glass,"[934.0, 3067.0, 906.0, 587.0]",196153.5,3024,4032,train
1882,601,batch_15/000000.jpg,Drink can,Metal,"[569.0, 2678.0, 366.0, 196.0]",60296.5,3024,4032,train
1892,604,batch_15/000003.jpg,Other plastic bottle,Plastic,"[1208.0, 2220.0, 305.0, 518.0]",67560.0,3024,4032,train
1893,605,batch_15/000004.jpg,Glass bottle,Glass,"[1435.0, 1924.0, 550.0, 322.0]",81259.0,3024,4032,train
1899,608,batch_15/000007.jpg,Normal paper,PaperCardboard,"[818.0, 1255.0, 538.0, 214.0]",88662.5,3024,4032,val
1906,610,batch_15/000009.jpg,Other carton,PaperCardboard,"[1108.0, 2319.0, 334.0, 395.0]",71556.0,3024,4032,train
1917,611,batch_15/000010.jpg,Paper bag,PaperCardboard,"[598.0, 1024.0, 856.0, 784.0]",400407.5,3024,4032,train
1924,614,batch_15/000013.jpg,Drink can,Metal,"[790.0, 2243.0, 517.0, 541.0]",153841.5,3024,4032,train
1948,618,batch_15/000017.jpg,Clear plastic bottle,Plastic,"[1206.0, 1590.0, 233.0, 684.0]",132061.5,2448,3264,train
1952,619,batch_15/000018.jpg,Glass bottle,Glass,"[576.0, 997.0, 455.0, 157.0]",45976.5,1536,2048,train
1956,620,batch_15/000019.jpg,Clear plastic bottle,Plastic,"[588.0, 770.0, 194.0, 82.0]",10283.0,2048,1536,train
1961,620,batch_15/000019.jpg,Clear plastic bottle,Plastic,"[1845.0, 892.0, 202.0, 117.0]",13842.0,2048,1536,train
1965,621,batch_15/000020.jpg,Drink can,Metal,"[980.0, 734.0, 262.0, 333.0]",54047.0,2048,1536,val
1973,623,batch_15/000022.jpg,Styrofoam piece,Other,"[932.0, 1026.0, 100.0, 240.0]",13100.5,1536,2048,train
1980,623,batch_15/000022.jpg,Styrofoam piece,Other,"[289.0, 1923.0, 265.0, 120.0]",22668.0,1536,2048,test
2050,631,batch_15/000030.jpg,Drink can,Metal,"[689.0, 807.0, 234.0, 277.0]",39547.0,1536,2048,train
2061,636,batch_15/000035.jpg,Drink can,Metal,"[1329.0, 2055.0, 593.0, 636.0]",245284.0,3024,4032,val
2085,641,batch_15/000040.jpg,Disposable plastic cup,Plastic,"[1231.0, 2246.0, 356.0, 360.0]",78185.5,3024,4032,train
2088,643,batch_15/000042.jpg,Disposable plastic cup,Plastic,"[1533.0, 2213.0, 312.0, 333.0]",67954.5,3024,4032,train
2091,646,batch_15/000045.jpg,Styrofoam piece,Other,"[610.0, 1030.0, 223.0, 190.0]",27202.0,1536,2048,train
2097,649,batch_15/000048.jpg,Disposable plastic cup,Plastic,"[1245.0, 1410.0, 1028.0, 1745.0]",886927.5,3024,4032,val
2099,650,batch_15/000049.jpg,Clear plastic bottle,Plastic,"[1531.0, 999.0, 825.0, 2017.0]",921773.5,3024,4032,train
2103,651,batch_15/000050.jpg,Glass bottle,Glass,"[1129.0, 1254.0, 644.0, 2207.0]",1049783.0,3024,4032,val
2115,654,batch_15/000053.jpg,Clear plastic bottle,Plastic,"[1328.0, 1281.0, 795.0, 1483.0]",758471.5,3024,4032,test
2117,656,batch_15/000055.jpg,Crisp packet,Other,"[981.0, 1718.0, 1452.0, 1177.0]",1464271.0,3024,4032,train
2119,657,batch_15/000056.jpg,Clear plastic bottle,Plastic,"[706.0, 478.0, 1270.0, 887.0]",742189.0,3024,4032,train
2120,657,batch_15/000056.jpg,Normal paper,PaperCardboard,"[1176.0, 1375.0, 266.0, 354.0]",60954.0,3024,4032,train
2124,658,batch_15/000057.jpg,Clear plastic bottle,Plastic,"[938.0, 1725.0, 1485.0, 982.0]",837692.5,3024,4032,train
2126,659,batch_15/000058.jpg,Other carton,PaperCardboard,"[1459.493, 1836.7639, 494.0, 851.5556999999999]",373799.49336114,3024,4032,train
2131,663,batch_15/000062.jpg,Clear plastic bottle,Plastic,"[624.0, 121.0, 324.0, 93.0]",21396.5,2048,1536,train
2144,666,batch_15/000065.jpg,Drink can,Metal,"[1861.0, 1405.0, 554.0, 709.0]",279392.5,4032,3024,val
2160,672,batch_15/000071.jpg,Clear plastic bottle,Plastic,"[987.7916, 853.38885, 257.0, 399.9999499999999]",67007.99519999998,2448,3264,val
2164,673,batch_15/000072.jpg,Clear plastic bottle,Plastic,"[559.0, 954.0, 489.0, 256.0]",62999.5,1536,2048,train
2165,673,batch_15/000072.jpg,Clear plastic bottle,Plastic,"[149.0, 1136.0, 333.0, 387.0]",59115.5,1536,2048,val
2167,674,batch_15/000073.jpg,Garbage bag,Other,"[0.0, 1.0, 533.0, 604.0]",83079.5,1536,2048,train
2168,674,batch_15/000073.jpg,Garbage bag,Other,"[0.0, 1154.0, 301.0, 352.0]",55616.0,1536,2048,train
2173,677,batch_15/000076.jpg,Drink can,Metal,"[1274.3958, 792.31946, 334.0, 249.00004]",51543.50634,2048,1536,train
2174,677,batch_15/000076.jpg,Paper bag,PaperCardboard,"[1222.4574, 1022.7329, 411.0, 418.0]",124124.0,2048,1536,train
2176,677,batch_15/000076.jpg,Disposable plastic cup,Plastic,"[114.53978, 524.4602, 245.00002, 245.0]",24809.002080000002,2048,1536,train
2177,677,batch_15/000076.jpg,Normal paper,PaperCardboard,"[0.5426178, 631.0057, 601.9999822, 260.0]",60066.497027199985,2048,1536,train
2178,677,batch_15/000076.jpg,Normal paper,PaperCardboard,"[53.545456, 826.09656, 344.000014, 289.2727400000001]",44561.17383909041,2048,1536,val
2181,679,batch_15/000078.jpg,Drink can,Metal,"[665.0, 1203.0, 580.0, 795.0]",300423.0,2448,3264,train
2183,679,batch_15/000078.jpg,Other plastic bottle,Plastic,"[1104.0, 1200.0, 374.0, 490.0]",107151.5,2448,3264,train
2184,679,batch_15/000078.jpg,Paper bag,PaperCardboard,"[313.0, 1693.5, 855.0, 728.0]",258554.0,2448,3264,train
2185,679,batch_15/000078.jpg,Paper bag,PaperCardboard,"[387.0, 2187.0, 579.0, 566.0]",200015.5,2448,3264,train
2186,679,batch_15/000078.jpg,Paper bag,PaperCardboard,"[1311.0, -0.5, 286.0, 589.0]",64399.0,2448,3264,train
2192,683,batch_15/000082.jpg,Normal paper,PaperCardboard,"[598.0, 971.0, 149.0, 184.0]",14125.0,1536,2048,train
2194,685,batch_15/000084.jpg,Glass bottle,Glass,"[1059.0, 699.0, 344.0, 1194.0]",306690.0,3264,2448,train
2195,685,batch_15/000084.jpg,Glass bottle,Glass,"[1632.0, 301.0, 427.0, 1272.0]",326558.5,3264,2448,train
2198,686,batch_2/000000.JPG,Other plastic bottle,Plastic,"[962.0, 1152.0, 478.0, 871.0]",314528.0,2448,3264,train
2200,687,batch_2/000001.JPG,Glass bottle,Glass,"[815.0, 369.0, 428.0, 214.0]",67951.0,2448,3264,train
2201,687,batch_2/000001.JPG,Glass bottle,Glass,"[1189.0, 2344.0, 172.0, 387.0]",50230.5,2448,3264,train
2205,689,batch_2/000005.JPG,Crisp packet,Other,"[330.0, 769.0, 1160.0, 1110.0]",652220.0,2448,3264,val
2207,689,batch_2/000005.JPG,Garbage bag,Other,"[848.0, 1983.0, 1276.0, 1155.0]",481815.5,2448,3264,train
2208,689,batch_2/000005.JPG,Normal paper,PaperCardboard,"[941.0, 2269.0, 749.0, 618.0]",290151.0,2448,3264,train
2209,689,batch_2/000005.JPG,Other carton,PaperCardboard,"[806.0, 1591.0, 826.0, 492.0]",54788.5,2448,3264,train
2212,690,batch_2/000006.JPG,Crisp packet,Other,"[1265.0, 1387.0, 524.0, 608.0]",241543.5,2448,3264,train
2213,691,batch_2/000007.JPG,Drink can,Metal,"[1197.0, 1672.0, 193.0, 275.0]",44266.0,2448,3264,train
2214,692,batch_2/000008.JPG,Other carton,PaperCardboard,"[431.0, 882.0, 1162.0, 1116.0]",799133.0,2448,3264,test
2215,692,batch_2/000008.JPG,Other carton,PaperCardboard,"[1173.0, 1398.0, 753.0, 719.0]",258528.0,2448,3264,val
2227,697,batch_2/000015.JPG,Other carton,PaperCardboard,"[1239.0, 1706.0, 479.0, 338.0]",98012.0,2448,3264,test
2228,698,batch_2/000016.JPG,Crisp packet,Other,"[1087.0, 1476.0, 471.0, 478.0]",145423.5,2448,3264,val
2233,703,batch_2/000021.JPG,Disposable plastic cup,Plastic,"[747.0, 815.0, 851.0, 1065.0]",546617.0,2448,3264,train
2240,705,batch_2/000023.JPG,Crisp packet,Other,"[1549.0, 1081.0, 428.0, 236.0]",77085.5,3264,2448,test
2241,705,batch_2/000023.JPG,Crisp packet,Other,"[1901.0, 1060.0, 349.0, 234.0]",41005.0,3264,2448,train
2242,705,batch_2/000023.JPG,Garbage bag,Other,"[1143.0, 751.0, 1344.0, 699.0]",774978.5,3264,2448,train
2245,706,batch_2/000024.JPG,Glass bottle,Glass,"[1340.0, 166.0, 602.0, 2208.0]",940412.0,2448,3264,train
2246,706,batch_2/000024.JPG,Glass bottle,Glass,"[1055.0, 1.0, 403.0, 1615.0]",450463.5,2448,3264,train
2247,707,batch_2/000025.JPG,Glass bottle,Glass,"[1135.0, 1366.0, 177.0, 441.0]",56179.0,2448,3264,val
2254,708,batch_2/000026.JPG,Crisp packet,Other,"[2617.0, 907.0, 278.0, 180.0]",24360.5,3264,2448,val
2255,709,batch_2/000027.JPG,Drink can,Metal,"[43.0, 1291.0, 283.0, 260.0]",51450.0,3264,2448,val
2256,709,batch_2/000027.JPG,Drink can,Metal,"[744.0, 1380.0, 223.0, 380.0]",73041.5,3264,2448,test
2257,709,batch_2/000027.JPG,Drink can,Metal,"[1406.0, 2071.0, 377.0, 376.0]",96326.5,3264,2448,train
2258,709,batch_2/000027.JPG,Drink can,Metal,"[2299.0, 1578.0, 339.0, 316.0]",71468.5,3264,2448,train
2259,709,batch_2/000027.JPG,Drink can,Metal,"[2791.0, 1391.0, 377.0, 282.0]",68964.5,3264,2448,test
2260,710,batch_2/000029.JPG,Drink can,Metal,"[1084.0, 1784.0, 247.0, 368.0]",65083.5,2448,3264,train
2261,710,batch_2/000029.JPG,Drink can,Metal,"[1139.0, 924.0, 317.0, 220.0]",45490.5,2448,3264,train
2267,714,batch_2/000034.JPG,Glass bottle,Glass,"[669.0, 536.0, 151.0, 475.0]",45653.0,2448,3264,train
2268,715,batch_2/000035.JPG,Drink can,Metal,"[1395.0, 1281.0, 753.0, 606.0]",258465.0,2448,3264,train
2269,715,batch_2/000035.JPG,Drink can,Metal,"[345.0, 1868.0, 905.0, 654.0]",388417.5,2448,3264,val
2272,715,batch_2/000035.JPG,Other carton,PaperCardboard,"[1.0, 1951.0, 336.0, 442.0]",83614.5,2448,3264,train
2273,716,batch_2/000036.JPG,Clear plastic bottle,Plastic,"[1756.0, 2166.0, 191.0, 357.0]",41221.5,2448,3264,test
2274,717,batch_2/000037.JPG,Clear plastic bottle,Plastic,"[1161.0, 1532.0, 152.0, 320.0]",28616.0,2448,3264,train
2276,718,batch_2/000038.JPG,Disposable plastic cup,Plastic,"[1626.0, 1571.0, 224.0, 188.0]",27147.5,2448,3264,train
2278,719,batch_2/000039.JPG,Drink can,Metal,"[1069.0, 1403.0, 202.0, 220.0]",24356.0,2448,3264,train
2283,722,batch_2/000042.JPG,Drink can,Metal,"[954.0, 1910.0, 288.0, 384.0]",72418.0,2448,3264,test
2291,727,batch_2/000048.JPG,Drink can,Metal,"[1233.0, 1519.0, 219.0, 279.0]",43599.0,2448,3264,val
2294,728,batch_2/000050.JPG,Disposable plastic cup,Plastic,"[1040.0, 1190.0, 221.0, 308.0]",53206.0,2448,3264,train
2314,734,batch_2/000056.JPG,Crisp packet,Other,"[791.0, 1492.0, 323.0, 379.0]",75369.0,2448,3264,train
2325,742,batch_2/000064.JPG,Normal paper,PaperCardboard,"[0.0, 1503.0, 394.0, 380.0]",77622.0,3264,2448,train
2328,745,batch_2/000068.JPG,Corrugated carton,PaperCardboard,"[575.0, 1655.0, 327.0, 359.0]",78276.5,2448,3264,train
2329,745,batch_2/000068.JPG,Corrugated carton,PaperCardboard,"[776.0, 1225.0, 291.0, 255.0]",36140.5,2448,3264,train
2331,746,batch_2/000069.JPG,Other carton,PaperCardboard,"[1077.0, 1105.0, 699.0, 610.0]",199257.0,3264,2448,train
2332,747,batch_2/000070.JPG,Crisp packet,Other,"[965.0, 1529.0, 314.0, 365.0]",93257.5,3264,2448,train
2338,751,batch_2/000074.JPG,Glass bottle,Glass,"[1089.0, 727.0, 137.0, 386.0]",35244.5,3264,2448,train
2341,752,batch_2/000075.JPG,Drink can,Metal,"[1104.0, 881.0, 231.0, 287.0]",48360.5,3264,2448,train
2342,753,batch_2/000076.JPG,Clear plastic bottle,Plastic,"[1600.0, 924.0, 469.0, 583.0]",113790.5,3264,2448,train
2344,754,batch_2/000077.JPG,Paper bag,PaperCardboard,"[298.0, 534.0, 1325.0, 1869.0]",1434753.0,2448,3264,train
2346,755,batch_2/000079.JPG,Other carton,PaperCardboard,"[772.0, 2276.0, 244.0, 296.0]",45231.0,2448,3264,train
2349,756,batch_2/000080.JPG,Drink can,Metal,"[1404.0, 2097.0, 262.0, 188.0]",33511.0,2448,3264,test
2351,757,batch_2/000081.JPG,Crisp packet,Other,"[1022.0, 1632.0, 476.0, 446.0]",101060.0,2448,3264,train
2352,758,batch_2/000082.JPG,Glass bottle,Glass,"[1270.0, 1295.0, 210.0, 379.0]",29069.0,2448,3264,val
2359,759,batch_2/000083.JPG,Other carton,PaperCardboard,"[1115.0, 1480.0, 312.0, 257.0]",48364.0,2448,3264,val
2361,761,batch_2/000086.JPG,Drink can,Metal,"[1329.0, 720.0, 350.0, 167.0]",30381.5,2448,3264,train
2366,763,batch_2/000030.JPG,Normal paper,PaperCardboard,"[2003.0, 2244.0, 203.0, 346.0]",28103.0,2214,3264,val
2376,765,batch_2/000088.JPG,Clear plastic bottle,Plastic,"[1488.0, 1407.0, 444.0, 466.0]",93886.5,2448,3264,test
2383,771,batch_2/000094.JPG,Crisp packet,Other,"[1592.0, 1000.0, 559.0, 450.0]",134686.5,3264,2448,train
2384,772,batch_2/000095.JPG,Crisp packet,Other,"[1482.0, 711.0, 581.0, 536.0]",202896.0,3264,2448,train
2487,779,batch_3/IMG_4977.JPG,Drink can,Metal,"[1155.0, 1733.0, 261.0, 265.0]",38243.5,2448,3264,train
2488,780,batch_3/IMG_4978.JPG,Drink can,Metal,"[1088.0, 1045.0, 320.0, 593.0]",138904.0,2448,3264,train
2491,782,batch_3/IMG_4992.JPG,Clear plastic bottle,Plastic,"[997.0, 897.0, 453.0, 491.0]",100727.5,2448,3264,train
2493,783,batch_3/IMG_4994.JPG,Disposable plastic cup,Plastic,"[574.0, 1397.0, 350.0, 432.0]",86067.5,2448,3264,val
2496,784,batch_3/IMG_4996.JPG,Clear plastic bottle,Plastic,"[1099.0, 1438.0, 297.0, 812.0]",163577.0,2448,3264,train
2498,784,batch_3/IMG_4996.JPG,Drink can,Metal,"[800.0, 145.0, 631.0, 371.0]",185655.5,2448,3264,train
2502,786,batch_3/IMG_4998.JPG,Drink can,Metal,"[1129.0, 1456.0, 328.0, 154.0]",40325.0,2448,3264,train
2511,791,batch_3/IMG_5040.JPG,Crisp packet,Other,"[570.0, 1226.0, 1464.0, 1282.0]",991967.5,2448,3264,train
2512,792,batch_3/IMG_5041.JPG,Crisp packet,Other,"[1340.0, 989.0, 964.0, 1447.0]",775798.0,2448,3264,train
2513,793,batch_3/IMG_5042.JPG,Glass bottle,Glass,"[1445.0, 1048.0, 457.0, 1110.0]",343685.5,2448,3264,train
2514,794,batch_3/IMG_5043.JPG,Clear plastic bottle,Plastic,"[383.0, 1252.0, 1417.0, 699.0]",443664.5,2448,3264,train
2515,795,batch_3/IMG_5044.JPG,Other carton,PaperCardboard,"[1131.0, 2119.0, 607.0, 937.0]",334603.5,2448,3264,train
2516,796,batch_3/IMG_5045.JPG,Other carton,PaperCardboard,"[1167.0, 1396.0, 1155.0, 1137.0]",392377.0,2448,3264,train
2518,797,batch_3/IMG_5046.JPG,Food Can,Metal,"[987.0, 1969.0, 404.0, 439.0]",141567.0,2448,3264,train
2524,800,batch_3/IMG_5050.JPG,Aerosol,Metal,"[890.0, 676.0, 454.0, 1765.0]",694435.5,2448,3264,train
2528,803,batch_3/IMG_5053.JPG,Other plastic bottle,Plastic,"[1594.0, 950.0, 248.0, 603.0]",107676.5,2448,3264,val
2529,803,batch_3/IMG_5053.JPG,Clear plastic bottle,Plastic,"[2357.0, 407.0, 91.0, 565.0]",25332.5,2448,3264,train
2537,805,batch_3/IMG_5055.JPG,Drink can,Metal,"[1134.0, 1780.0, 332.0, 308.0]",55059.5,2448,3264,train
2538,805,batch_3/IMG_5055.JPG,Drink can,Metal,"[1213.0, 1146.0, 310.0, 420.0]",63872.0,2448,3264,test
2540,806,batch_3/IMG_5056.JPG,Disposable plastic cup,Plastic,"[919.0, 1548.0, 387.0, 392.0]",98477.5,2448,3264,train
2542,808,batch_3/IMG_5058.JPG,Drink can,Metal,"[787.0, 1398.0, 314.0, 245.0]",46368.5,2448,3264,train
2546,812,batch_3/IMG_4855.JPG,Other carton,PaperCardboard,"[1245.0, 956.0, 349.0, 406.0]",42696.0,3264,2448,val
2551,815,batch_3/IMG_4860.JPG,Crisp packet,Other,"[519.0, 1226.0, 1055.0, 729.0]",513361.5,2448,3264,test
2557,817,batch_3/IMG_4865.JPG,Other carton,PaperCardboard,"[1125.0, 1679.0, 899.0, 837.0]",392667.5,2448,3264,train
2559,818,batch_3/IMG_4868.JPG,Drink can,Metal,"[712.0, 363.0, 692.0, 1147.0]",644809.0,2448,3264,train
2563,820,batch_3/IMG_4874.JPG,Corrugated carton,PaperCardboard,"[248.0, 1410.0, 2186.0, 1625.0]",2187004.0,2448,3264,train
2564,821,batch_3/IMG_4875.JPG,Corrugated carton,PaperCardboard,"[227.0, 398.0, 2181.0, 2046.0]",2713943.5,3264,2448,train
2565,821,batch_3/IMG_4875.JPG,Other carton,PaperCardboard,"[2116.0, 2.0, 792.0, 806.0]",386377.5,3264,2448,train
2568,823,batch_3/IMG_4877.JPG,Other carton,PaperCardboard,"[323.0, 704.0, 1852.0, 1261.0]",1812929.5,2448,3264,train
2570,824,batch_3/IMG_4878.JPG,Other carton,PaperCardboard,"[576.0, 30.0, 1507.0, 840.0]",915382.5,3264,2448,test
2572,825,batch_3/IMG_4879.JPG,Spread tub,Plastic,"[723.0, 688.0, 1325.0, 1844.0]",1856797.0,2448,3264,train
2577,828,batch_3/IMG_4889.JPG,Drink can,Metal,"[982.0, 1196.0, 262.0, 124.0]",26568.5,2448,3264,train
2581,830,batch_3/IMG_4893.JPG,Clear plastic bottle,Plastic,"[1083.0, 1815.0, 250.0, 551.0]",107131.5,2448,3264,test
2609,840,batch_3/IMG_4915.JPG,Other plastic bottle,Plastic,"[774.0, 33.0, 938.0, 2969.0]",2299435.0,2448,3264,val
2613,843,batch_3/IMG_4919.JPG,Drink can,Metal,"[1117.0, 2163.0, 302.0, 133.0]",33766.0,2448,3264,val
2620,845,batch_3/IMG_4922.JPG,Disposable plastic cup,Plastic,"[1189.0, 1323.0, 337.0, 442.0]",108963.5,2448,3264,train
2626,849,batch_3/IMG_4932.JPG,Clear plastic bottle,Plastic,"[943.0, 1186.0, 132.0, 252.0]",24068.5,2448,3264,train
2627,850,batch_3/IMG_4934.JPG,Normal paper,PaperCardboard,"[115.0, 1658.0, 1697.0, 1194.0]",545767.5,2448,3264,val
2628,850,batch_3/IMG_4934.JPG,Normal paper,PaperCardboard,"[104.0, 547.0, 2078.0, 1822.0]",2229053.5,2448,3264,train
2629,850,batch_3/IMG_4934.JPG,Normal paper,PaperCardboard,"[319.0, 619.0, 1872.0, 1433.0]",2201641.0,2448,3264,train
2634,852,batch_3/IMG_4939.JPG,Paper bag,PaperCardboard,"[0.0, 923.0, 2097.0, 2336.0]",3047088.5,2448,3264,train
2646,853,batch_3/IMG_4941.JPG,Normal paper,PaperCardboard,"[542.0, 1894.0, 304.0, 160.0]",26232.5,3264,2448,train
2657,855,batch_3/IMG_4963.JPG,Clear plastic bottle,Plastic,"[1327.0, 1254.0, 293.0, 239.0]",32908.5,3264,2448,train
2688,866,batch_3/IMG_4948.JPG,Clear plastic bottle,Plastic,"[240.0, 1431.0, 152.0, 252.0]",18226.5,2448,2470,train
2697,866,batch_3/IMG_4948.JPG,Normal paper,PaperCardboard,"[1903.0, 1191.0, 545.0, 279.0]",96085.5,2448,2470,test
2706,868,batch_3/IMG_5061.JPG,Garbage bag,Other,"[2959.0, 1776.0, 304.0, 453.0]",109375.0,3264,2448,train
2708,869,batch_3/IMG_5063.JPG,Other carton,PaperCardboard,"[579.0, 846.0, 1598.0, 1397.0]",1327610.0,3264,2448,val
2709,870,batch_3/IMG_5064.JPG,Other carton,PaperCardboard,"[1409.0, 1086.0, 1385.0, 866.0]",725124.5,3264,2448,train
2712,872,batch_3/IMG_5066.JPG,Other plastic container,Plastic,"[1320.0, 1791.0, 616.0, 455.0]",170753.0,2448,3264,train
2713,872,batch_3/IMG_5066.JPG,Tupperware,Plastic,"[1.0, 664.0, 1220.0, 1334.0]",1298337.0,2448,3264,val
2715,873,batch_3/IMG_5067.JPG,Other carton,PaperCardboard,"[1530.0, 448.0, 902.0, 629.0]",439301.0,2448,3264,val
2717,873,batch_3/IMG_5067.JPG,Normal paper,PaperCardboard,"[1131.0, 1450.0, 511.0, 648.0]",163161.5,2448,3264,train
2719,874,batch_3/IMG_5068.JPG,Magazine paper,PaperCardboard,"[259.0, 1791.0, 731.0, 581.0]",357886.0,3264,2448,train
2720,874,batch_3/IMG_5068.JPG,Magazine paper,PaperCardboard,"[486.0, 1423.0, 455.0, 313.0]",78378.0,3264,2448,train
2721,874,batch_3/IMG_5068.JPG,Magazine paper,PaperCardboard,"[434.0, 1217.0, 400.0, 344.0]",80520.5,3264,2448,val
2722,874,batch_3/IMG_5068.JPG,Magazine paper,PaperCardboard,"[516.0, 681.0, 518.0, 567.0]",162192.0,3264,2448,train
2723,874,batch_3/IMG_5068.JPG,Magazine paper,PaperCardboard,"[838.0, 865.0, 512.0, 583.0]",91374.0,3264,2448,train
2724,874,batch_3/IMG_5068.JPG,Magazine paper,PaperCardboard,"[1026.0, 967.0, 644.0, 435.0]",134451.0,3264,2448,train
2725,874,batch_3/IMG_5068.JPG,Magazine paper,PaperCardboard,"[867.0, 1201.0, 968.0, 1116.0]",569120.5,3264,2448,train
2763,875,batch_4/000032.JPG,Clear plastic bottle,Plastic,"[805.0, 1839.0, 309.0, 569.0]",97072.5,2448,3264,train
2778,881,batch_4/000004.JPG,Normal paper,PaperCardboard,"[1573.0, 1029.0, 409.0, 117.0]",30909.0,3264,2448,train
2780,882,batch_4/000005.JPG,Disposable plastic cup,Plastic,"[1549.0, 855.0, 281.0, 198.0]",35951.5,3264,2448,val
2804,901,batch_4/000026.JPG,Other plastic cup,Plastic,"[1868.0, 1814.0, 469.0, 240.0]",49008.5,2448,3264,val
2818,910,batch_4/000039.JPG,Disposable plastic cup,Plastic,"[624.0, 1087.0, 796.0, 338.0]",84724.0,3264,2448,train
2819,911,batch_4/000040.JPG,Disposable plastic cup,Plastic,"[1163.0, 2064.0, 373.0, 488.0]",70258.0,2448,3264,train
2821,913,batch_4/000042.JPG,Normal paper,PaperCardboard,"[167.0, 1399.0, 449.0, 340.0]",95817.0,2448,3264,test
2835,924,batch_4/000054.JPG,Food waste,Organic,"[1611.0, 364.0, 477.0, 406.0]",118239.5,3264,2448,train
2856,940,batch_4/000072.JPG,Styrofoam piece,Other,"[991.0, 1540.0, 850.0, 648.0]",361461.5,3264,2448,test
2857,941,batch_4/000073.JPG,Styrofoam piece,Other,"[1579.0, 1327.0, 427.0, 440.0]",94738.5,3264,2448,train
2866,948,batch_4/000082.JPG,Disposable plastic cup,Plastic,"[708.0, 1109.0, 234.0, 222.0]",25032.0,3264,2448,train
2888,962,batch_4/000097.JPG,Other plastic bottle,Plastic,"[1567.0, 1375.0, 262.0, 122.0]",26115.5,2448,3264,train
2889,962,batch_4/000097.JPG,Squeezable tube,Plastic,"[841.0, 1834.0, 426.0, 315.0]",73133.5,2448,3264,train
2926,964,batch_5/000071.JPG,Clear plastic bottle,Plastic,"[1282.0, 1981.0, 511.0, 394.0]",106509.5,2448,3264,train
2929,965,batch_5/000072.JPG,Clear plastic bottle,Plastic,"[1463.0, 682.0, 524.0, 466.0]",181959.0,3264,2448,train
2930,966,batch_5/000073.JPG,Drink can,Metal,"[1085.0, 1901.0, 512.0, 471.0]",120888.5,2448,3264,test
2941,974,batch_5/000083.JPG,Clear plastic bottle,Plastic,"[1638.0, 972.0, 398.0, 105.0]",32853.5,3264,2448,train
2944,975,batch_5/000084.JPG,Clear plastic bottle,Plastic,"[1344.0, 1393.0, 564.0, 306.0]",97387.0,3264,2448,train
2952,980,batch_5/000089.JPG,Styrofoam piece,Other,"[875.0, 1204.0, 303.0, 270.0]",53034.0,3264,2448,train
2957,983,batch_5/000092.JPG,Paper bag,PaperCardboard,"[617.0, 1443.0, 555.0, 566.0]",210222.0,2448,3264,train
2960,984,batch_5/000093.JPG,Styrofoam piece,Other,"[1544.0, 676.0, 218.0, 173.0]",26928.5,3264,2448,train
2963,985,batch_5/000094.JPG,Styrofoam piece,Other,"[1084.0, 1854.0, 222.0, 205.0]",30702.0,3264,2448,test
2964,986,batch_5/000095.JPG,Disposable plastic cup,Plastic,"[1965.0, 1129.0, 586.0, 338.0]",117545.0,3264,2448,val
2965,987,batch_5/000096.JPG,Disposable plastic cup,Plastic,"[1668.0, 1068.0, 439.0, 352.0]",134057.0,3264,2448,train
2966,988,batch_5/000097.JPG,Other carton,PaperCardboard,"[1850.0, 571.0, 314.0, 563.0]",109736.5,3264,2448,train
2971,993,batch_5/000063.JPG,Garbage bag,Other,"[831.0, 1072.0, 1000.0, 924.0]",386481.0,2448,3264,val
2972,993,batch_5/000063.JPG,Normal paper,PaperCardboard,"[992.0, 1266.0, 237.0, 205.0]",29854.5,2448,3264,val
2975,995,batch_5/000066.JPG,Other plastic bottle,Plastic,"[1754.0, 1351.0, 262.0, 534.0]",107681.0,2448,3264,train
2977,996,batch_5/000067.JPG,Clear plastic bottle,Plastic,"[883.0, 1274.0, 460.0, 415.0]",106842.5,2448,3264,train
2982,997,batch_5/000068.JPG,Corrugated carton,PaperCardboard,"[879.0, 1475.0, 811.0, 465.0]",283111.0,2448,3264,train
2984,998,batch_5/000069.JPG,Normal paper,PaperCardboard,"[19.0, 197.0, 238.0, 200.0]",24814.0,2448,3264,train
2985,999,batch_5/000070.JPG,Clear plastic bottle,Plastic,"[1230.0, 1046.0, 181.0, 424.0]",51873.5,2448,3264,train
2986,1000,batch_5/000101.JPG,Glass bottle,Glass,"[1460.0, 659.0, 314.0, 624.0]",103757.0,2448,3264,train
2989,1002,batch_5/000103.JPG,Drink can,Metal,"[2107.0, 1414.0, 237.0, 183.0]",27579.0,3264,2448,val
2991,1003,batch_5/000104.JPG,Corrugated carton,PaperCardboard,"[716.0, 1329.0, 1153.0, 733.0]",309681.0,3264,2448,train
3002,1006,batch_5/000107.JPG,Styrofoam piece,Other,"[1720.0, 1104.0, 308.0, 418.0]",88181.5,3264,2448,train
3006,1008,batch_5/000120.JPG,Glass bottle,Glass,"[1305.0, 2250.0, 312.0, 682.0]",101857.5,2448,3264,train
3008,1008,batch_5/000120.JPG,Disposable plastic cup,Plastic,"[1246.0, 1225.0, 291.0, 387.0]",75365.0,2448,3264,train
3021,1013,batch_5/000114.JPG,Clear plastic bottle,Plastic,"[1062.0, 556.0, 534.0, 323.0]",74422.5,2448,3264,train
