image_path,true_class,predicted_class,predicted_probability,top2_class,top2_probability,top3_class,top3_probability,misclassified,low_confidence,focus_case
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic146.jpg,Plastic,Plastic,0.4082,Other,0.2279,PaperCardboard,0.218,False,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic150.jpg,Plastic,Plastic,0.5681,PaperCardboard,0.2433,Other,0.1262,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic156.jpg,Plastic,Other,0.5865,Plastic,0.2104,Glass,0.1145,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic163.jpg,Plastic,Other,0.8115,Glass,0.1076,Plastic,0.0505,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic170.jpg,Plastic,Glass,0.7102,Metal,0.0859,Other,0.0856,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic172.jpg,Plastic,Plastic,0.5726,Other,0.3012,Glass,0.0976,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic188.jpg,Plastic,Metal,0.4213,Plastic,0.2693,Glass,0.2366,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic190.jpg,Plastic,Glass,0.5238,Other,0.3208,Metal,0.1124,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic199.jpg,Plastic,Glass,0.8287,Metal,0.1431,PaperCardboard,0.017,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic2.jpg,Plastic,Plastic,0.6887,Glass,0.1201,PaperCardboard,0.1091,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic20.jpg,Plastic,Plastic,0.9983,Metal,0.001,Other,0.0006,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic201.jpg,Plastic,Plastic,0.9558,Metal,0.0158,Other,0.0143,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic206.jpg,Plastic,Plastic,0.4284,Glass,0.3941,Other,0.0802,False,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic211.jpg,Plastic,Plastic,0.8326,Metal,0.073,Glass,0.051,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic220.jpg,Plastic,Other,0.5699,Plastic,0.422,Metal,0.0045,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic225.jpg,Plastic,Plastic,0.9693,Other,0.0192,Glass,0.0048,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic227.jpg,Plastic,Plastic,0.9793,Metal,0.0123,Other,0.0043,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic234.jpg,Plastic,Plastic,0.9795,Glass,0.0074,Metal,0.006,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic254.jpg,Plastic,Plastic,0.5664,PaperCardboard,0.1583,Other,0.1385,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic256.jpg,Plastic,Plastic,0.8473,Glass,0.1076,Other,0.0296,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic258.jpg,Plastic,Plastic,0.9456,Metal,0.0264,Other,0.0143,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic264.jpg,Plastic,Glass,0.6481,Metal,0.2294,Other,0.0987,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic266.jpg,Plastic,Other,0.5849,Plastic,0.3371,Metal,0.0646,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic273.jpg,Plastic,Other,0.4276,Glass,0.3439,PaperCardboard,0.1586,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic274.jpg,Plastic,Plastic,0.7992,Glass,0.1341,Other,0.0481,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic292.jpg,Plastic,Plastic,0.9876,Other,0.0055,Metal,0.0035,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic294.jpg,Plastic,Plastic,0.8258,Glass,0.1293,Other,0.0296,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic305.jpg,Plastic,Other,0.8358,Plastic,0.1353,PaperCardboard,0.0224,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic310.jpg,Plastic,Plastic,0.7686,Other,0.2266,Metal,0.0032,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic331.jpg,Plastic,Plastic,0.9757,Other,0.0147,Glass,0.0057,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic346.jpg,Plastic,Glass,0.5309,Plastic,0.3807,Other,0.0694,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic350.jpg,Plastic,Plastic,0.8699,Glass,0.0571,Other,0.0503,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic353.jpg,Plastic,Plastic,0.9783,Other,0.0104,Glass,0.0063,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic358.jpg,Plastic,Plastic,0.9847,Other,0.0066,Metal,0.0057,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic365.jpg,Plastic,Plastic,0.9882,Other,0.0046,Glass,0.0043,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic370.jpg,Plastic,Plastic,0.8137,Metal,0.0929,Glass,0.0466,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic371.jpg,Plastic,Plastic,0.6579,Glass,0.2574,Metal,0.0415,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic377.jpg,Plastic,Plastic,0.9948,Metal,0.0027,Other,0.0014,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic378.jpg,Plastic,Plastic,0.981,Other,0.01,Metal,0.0044,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic384.jpg,Plastic,Plastic,0.9413,Metal,0.0369,Other,0.011,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic389.jpg,Plastic,Plastic,0.648,Glass,0.2389,Metal,0.0741,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic394.jpg,Plastic,Plastic,0.8846,Glass,0.054,Metal,0.0362,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic399.jpg,Plastic,Plastic,0.9759,Glass,0.0118,Other,0.0071,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic410.jpg,Plastic,Other,0.5395,Plastic,0.4334,PaperCardboard,0.0176,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic420.jpg,Plastic,Plastic,0.9428,Metal,0.0291,Other,0.0142,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic422.jpg,Plastic,Plastic,0.9625,Other,0.0112,Glass,0.0097,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic423.jpg,Plastic,Plastic,0.9884,Other,0.0047,PaperCardboard,0.0035,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic429.jpg,Plastic,Other,0.8096,Plastic,0.1783,Metal,0.0076,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic435.jpg,Plastic,Glass,0.6689,Other,0.162,Plastic,0.0981,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic439.jpg,Plastic,Plastic,0.9589,Other,0.022,Metal,0.0088,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic440.jpg,Plastic,Plastic,0.8894,Glass,0.0466,Other,0.0295,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic449.jpg,Plastic,Other,0.4992,Glass,0.1916,PaperCardboard,0.1752,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic450.jpg,Plastic,Other,0.5231,Plastic,0.3049,PaperCardboard,0.1228,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic470.jpg,Plastic,Other,0.4834,Plastic,0.3669,PaperCardboard,0.1383,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic471.jpg,Plastic,Other,0.5881,Plastic,0.2787,Glass,0.077,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic472.jpg,Plastic,Plastic,0.5588,Other,0.1898,Glass,0.189,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic67.jpg,Plastic,Plastic,0.9937,Other,0.003,PaperCardboard,0.0023,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic76.jpg,Plastic,Plastic,0.8603,Metal,0.081,Glass,0.0321,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic81.jpg,Plastic,Plastic,0.9918,Other,0.0051,Metal,0.0022,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic84.jpg,Plastic,Metal,0.5406,Glass,0.1873,PaperCardboard,0.1172,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic87.jpg,Plastic,Other,0.371,PaperCardboard,0.3222,Glass,0.2256,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic90.jpg,Plastic,Plastic,0.6826,Metal,0.2879,Glass,0.0137,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic96.jpg,Plastic,Plastic,0.916,Other,0.0379,Glass,0.0272,False,False,True
